9.192836826213540036e+00,1.948583070763659109e+00,-1.123166165057524424e+00,3.633730897323475872e+00,-1.195110114023812731e+00,1.411424445087991142e+00,2.159370245460897397e+00,-3.984077357782950801e-01
2.387801795802102500e+00,-3.768171742061987572e+00,-5.292926866894577254e-01,1.118263862308561007e+00,6.217749765103668391e-01,2.865635760560200987e-02,1.335795649967949639e-02,2.409886314613733649e-01
5.733896279731769852e+00,-1.075173796622418632e+00,-5.517475932099529246e-01,9.120826709509602948e-01,-1.770858974131922225e-01,5.414521450755582777e-01,-6.681664207100357356e-01,9.737361920556714123e-02
7.122953197708903339e+00,1.027558912181687134e+01,-3.232789547985180256e+00,1.525470302752435781e-01,-2.960878403978213669e+00,3.053421824293079290e+00,1.429910633014963128e+00,1.059565156606084191e+00
3.935302073678095702e+00,-1.948071567799257497e+00,1.389766726316037593e+00,2.940639346836082080e+00,5.467474013999324978e-01,-1.226494641817179820e+00,-9.362125808539141225e-01,6.363760774039607382e-01
2.380247150346190388e+00,3.949928895540149920e+00,-2.934876793407375395e+00,9.410368716417873980e-01,-1.056041923929551540e+00,-4.510386562378085884e-01,4.904453706730767526e-01,-1.654443336994229907e-01
2.238883308052297849e+00,-2.690031277293365886e+00,-1.639912928878096032e+00,1.493398876566983946e-01,4.035951448254642554e-02,-1.289484321320132632e-01,-3.015675683316677014e-01,8.369839592848357657e-02
2.143298500377627480e+00,2.340244006947525435e+00,-8.719472622345566526e-01,-1.270428572660291522e-01,-1.427436670861745638e+00,-1.257039192602816158e+00,9.740999099482677837e-01,-6.533384540359871151e-01
3.174924293083908555e+00,3.391812951838917289e+00,-3.119985910447503397e+00,-6.012970532622571307e-01,-1.522290386657999317e+00,5.595447236086731335e-01,-2.151035004329087119e-01,-6.873414419452861246e-01
6.351746789526535153e+00,7.727174066846751010e+00,-4.341915813479944930e+00,-3.375201579479739422e+00,1.710263157188753436e+00,-7.239087457110413570e-01,2.519840287377816512e+00,3.651479480155186419e-01
-8.104137708452524569e-01,-2.659275497687993539e+00,-4.888297938964484834e-01,-1.672566563952899710e+00,2.758115705701507658e-01,1.273318397461484230e-01,6.250123300796152082e-01,1.657494365279649218e-01
2.651100477242761322e+00,6.656792655139959214e-02,-1.526455298588901721e+00,5.126156180928270745e-02,3.319511269474343385e-01,7.648666318695530597e-01,6.660928372532288755e-01,6.195443880388604718e-01
8.185034458147139702e+00,2.700976492650459804e+00,5.730230807771384605e+00,-1.112256554683623389e+00,1.043470420459456038e+00,2.594571256726630359e+00,9.414963844716917052e-01,-3.321782487220202640e+00
3.421259139901128288e-01,-9.682792608572367010e-01,1.717171583776831101e+00,-5.950029515581656270e-01,4.680105095371714929e-01,1.007660112527276386e+00,-1.799081158601382180e+00,1.106657346532522457e+00
4.342379194647748797e+00,4.861083312493822639e+00,-2.816115538699821119e+00,-1.454557035190338299e+00,1.290062846904003191e+00,-3.497162374680554131e-01,7.428804811475266945e-01,-2.809260410621401971e-01
4.075656175346267673e+00,2.977061180360338621e+00,-3.125274148990045298e+00,-2.458070856501640478e+00,-4.083421164760591693e-01,4.957779755450802961e-01,9.150570431475733013e-01,3.025232786537450647e-01
2.300550157101292348e-01,-1.564757725277039047e+00,-8.025191538295750604e-01,-6.505829140441882208e-01,-4.947110468640069647e-01,-7.621910185192977139e-01,-8.684695137729941949e-02,2.950882033896639473e-02
